book_chapter,chapter_verse,verse
Luke 9,Verse 38,38
Luke 9,Verse 39,39
Luke 9,Verse 40,40
Luke 9,Verse 41,41
Luke 9,Verse 42,42
Luke 9,Verse 43,43
Luke 9,Verse 44,44
Luke 9,Verse 45,45
Luke 9,Verse 46,46
Luke 9,Verse 47,47
Luke 9,Verse 48,48
Luke 9,Verse 49,49
Luke 9,Verse 50,50
Luke 9,Verse 51,51
Luke 9,Verse 52,52
Luke 9,Verse 53,53
Luke 9,Verse 54,54
Luke 9,Verse 55,55
Luke 9,Verse 56,56
Luke 9,Verse 57,57
Luke 9,Verse 58,58
Luke 9,Verse 59,59
Luke 9,Verse 60,60
Luke 9,Verse 61,61
Luke 9,Verse 62,62
Luke 10,Verse 1,1
Luke 10,Verse 2,2
Luke 10,Verse 3,3
Luke 10,Verse 4,4
Luke 10,Verse 5,5
Luke 10,Verse 6,6
Luke 10,Verse 7,7
Luke 10,Verse 8,8
Luke 10,Verse 9,9
Luke 10,Verse 10,10
Luke 10,Verse 11,11
Luke 10,Verse 12,12
Luke 10,Verse 13,13
Luke 10,Verse 14,14
Luke 10,Verse 15,15
Luke 10,Verse 16,16
Luke 10,Verse 17,17
Luke 10,Verse 18,18
Luke 10,Verse 19,19
Luke 10,Verse 20,20
Luke 10,Verse 21,21
Luke 10,Verse 22,22
Luke 10,Verse 23,23
Luke 10,Verse 24,24
Luke 10,Verse 25,25
Luke 10,Verse 26,26
Luke 10,Verse 27,27
Luke 10,Verse 28,28
Luke 10,Verse 29,29
Luke 10,Verse 30,30
Luke 10,Verse 31,31
Luke 10,Verse 32,32
Luke 10,Verse 33,33
Luke 10,Verse 34,34
Luke 10,Verse 35,35
Luke 10,Verse 36,36
Luke 10,Verse 37,37
Luke 10,Verse 38,38
Luke 10,Verse 39,39
Luke 10,Verse 40,40
Luke 10,Verse 41,41
Luke 10,Verse 42,42
Luke 11,Verse 1,1
Luke 11,Verse 2,2
Luke 11,Verse 3,3
Luke 11,Verse 4,4
Luke 11,Verse 5,5
Luke 11,Verse 6,6
Luke 11,Verse 7,7
Luke 11,Verse 8,8
Luke 11,Verse 9,9
Luke 11,Verse 10,10
Luke 11,Verse 11,11
Luke 11,Verse 12,12
Luke 11,Verse 13,13
Luke 11,Verse 14,14
Luke 11,Verse 15,15
Luke 11,Verse 16,16
Luke 11,Verse 17,17
Luke 11,Verse 18,18
Luke 11,Verse 19,19
Luke 11,Verse 20,20
Luke 11,Verse 21,21
Luke 11,Verse 22,22
Luke 11,Verse 23,23
Luke 11,Verse 24,24
Luke 11,Verse 25,25
Luke 11,Verse 26,26
Luke 11,Verse 27,27
Luke 11,Verse 28,28
Luke 11,Verse 29,29
Luke 11,Verse 30,30
Luke 11,Verse 31,31
Luke 11,Verse 32,32
Luke 11,Verse 33,33
Luke 11,Verse 34,34
Luke 11,Verse 35,35
Luke 11,Verse 36,36
Luke 11,Verse 37,37
Luke 11,Verse 38,38
Luke 11,Verse 39,39
Luke 11,Verse 40,40
Luke 11,Verse 41,41
Luke 11,Verse 42,42
Luke 11,Verse 43,43
Luke 11,Verse 44,44
Luke 11,Verse 45,45
Luke 11,Verse 46,46
Luke 11,Verse 47,47
Luke 11,Verse 48,48
Luke 11,Verse 49,49
Luke 11,Verse 50,50
Luke 11,Verse 51,51
Luke 11,Verse 52,52
Luke 11,Verse 53,53
Luke 11,Verse 54,54
Luke 12,Verse 1,1
Luke 12,Verse 2,2
Luke 12,Verse 3,3
Luke 12,Verse 4,4
Luke 12,Verse 5,5
Luke 12,Verse 6,6
Luke 12,Verse 7,7
Luke 12,Verse 8,8
Luke 12,Verse 9,9
Luke 12,Verse 10,10
Luke 12,Verse 11,11
Luke 12,Verse 12,12
Luke 12,Verse 13,13
Luke 12,Verse 14,14
Luke 12,Verse 15,15
Luke 12,Verse 16,16
Luke 12,Verse 17,17
Luke 12,Verse 18,18
Luke 12,Verse 19,19
Luke 12,Verse 20,20
Luke 12,Verse 21,21
Luke 12,Verse 22,22
Luke 12,Verse 23,23
Luke 12,Verse 24,24
Luke 12,Verse 25,25
Luke 12,Verse 26,26
Luke 12,Verse 27,27
Luke 12,Verse 28,28
Luke 12,Verse 29,29
Luke 12,Verse 30,30
Luke 12,Verse 31,31
Luke 12,Verse 32,32
Luke 12,Verse 33,33
Luke 12,Verse 34,34
Luke 12,Verse 35,35
Luke 12,Verse 36,36
Luke 12,Verse 37,37
Luke 12,Verse 38,38
Luke 12,Verse 39,39
Luke 12,Verse 40,40
Luke 12,Verse 41,41
Luke 12,Verse 42,42
Luke 12,Verse 43,43
Luke 12,Verse 44,44
Luke 12,Verse 45,45
Luke 12,Verse 46,46
Luke 12,Verse 47,47
Luke 12,Verse 48,48
Luke 12,Verse 49,49
Luke 12,Verse 50,50
Luke 12,Verse 51,51
Luke 12,Verse 52,52
Luke 12,Verse 53,53
Luke 12,Verse 54,54
Luke 12,Verse 55,55
Luke 12,Verse 56,56
Luke 12,Verse 57,57
Luke 12,Verse 58,58
Luke 12,Verse 59,59
Luke 13,Verse 1,1
Luke 13,Verse 2,2
Luke 13,Verse 3,3
Luke 13,Verse 4,4
Luke 13,Verse 5,5
Luke 13,Verse 6,6
Luke 13,Verse 7,7
Luke 13,Verse 8,8
Luke 13,Verse 9,9
Luke 13,Verse 10,10
Luke 13,Verse 11,11
Luke 13,Verse 12,12
Luke 13,Verse 13,13
Luke 13,Verse 14,14
Luke 13,Verse 15,15
Luke 13,Verse 16,16
Luke 13,Verse 17,17
Luke 13,Verse 18,18
Luke 13,Verse 19,19
Luke 13,Verse 20,20
Luke 13,Verse 21,21
Luke 13,Verse 22,22
Luke 13,Verse 23,23
Luke 13,Verse 24,24
Luke 13,Verse 25,25
Luke 13,Verse 26,26
Luke 13,Verse 27,27
Luke 13,Verse 28,28
Luke 13,Verse 29,29
Luke 13,Verse 30,30
Luke 13,Verse 31,31
Luke 13,Verse 32,32
Luke 13,Verse 33,33
Luke 13,Verse 34,34
Luke 13,Verse 35,35
Luke 14,Verse 1,1
Luke 14,Verse 2,2
Luke 14,Verse 3,3
Luke 14,Verse 4,4
Luke 14,Verse 5,5
Luke 14,Verse 6,6
Luke 14,Verse 7,7
Luke 14,Verse 8,8
Luke 14,Verse 9,9
Luke 14,Verse 10,10
Luke 14,Verse 11,11
Luke 14,Verse 12,12
Luke 14,Verse 13,13
Luke 14,Verse 14,14
Luke 14,Verse 15,15
Luke 14,Verse 16,16
Luke 14,Verse 17,17
Luke 14,Verse 18,18
Luke 14,Verse 19,19
Luke 14,Verse 20,20
Luke 14,Verse 21,21
Luke 14,Verse 22,22
Luke 14,Verse 23,23
Luke 14,Verse 24,24
Luke 14,Verse 25,25
Luke 14,Verse 26,26
Luke 14,Verse 27,27
Luke 14,Verse 28,28
Luke 14,Verse 29,29
Luke 14,Verse 30,30
Luke 14,Verse 31,31
Luke 14,Verse 32,32
Luke 14,Verse 33,33
Luke 14,Verse 34,34
Luke 14,Verse 35,35
Luke 15,Verse 1,1
Luke 15,Verse 2,2
Luke 15,Verse 3,3
Luke 15,Verse 4,4
Luke 15,Verse 5,5
Luke 15,Verse 6,6
Luke 15,Verse 7,7
Luke 15,Verse 8,8
Luke 15,Verse 9,9
Luke 15,Verse 10,10
Luke 15,Verse 11,11
Luke 15,Verse 12,12
Luke 15,Verse 13,13
Luke 15,Verse 14,14
Luke 15,Verse 15,15
Luke 15,Verse 16,16
Luke 15,Verse 17,17
Luke 15,Verse 18,18
Luke 15,Verse 19,19
Luke 15,Verse 20,20
Luke 15,Verse 21,21
Luke 15,Verse 22,22
Luke 15,Verse 23,23
Luke 15,Verse 24,24
Luke 15,Verse 25,25
Luke 15,Verse 26,26
Luke 15,Verse 27,27
Luke 15,Verse 28,28
Luke 15,Verse 29,29
Luke 15,Verse 30,30
Luke 15,Verse 31,31
Luke 15,Verse 32,32
Luke 16,Verse 1,1
Luke 16,Verse 2,2
Luke 16,Verse 3,3
Luke 16,Verse 4,4
Luke 16,Verse 5,5
Luke 16,Verse 6,6
Luke 16,Verse 7,7
Luke 16,Verse 8,8
Luke 16,Verse 9,9
Luke 16,Verse 10,10
Luke 16,Verse 11,11
Luke 16,Verse 12,12
Luke 16,Verse 13,13
Luke 16,Verse 14,14
Luke 16,Verse 15,15
Luke 16,Verse 16,16
Luke 16,Verse 17,17
Luke 16,Verse 18,18
Luke 16,Verse 19,19
Luke 16,Verse 20,20
Luke 16,Verse 21,21
Luke 16,Verse 22,22
Luke 16,Verse 23,23
Luke 16,Verse 24,24
Luke 16,Verse 25,25
Luke 16,Verse 26,26
Luke 16,Verse 27,27
Luke 16,Verse 28,28
Luke 16,Verse 29,29
Luke 16,Verse 30,30
Luke 16,Verse 31,31
Luke 17,Verse 1,1
Luke 17,Verse 2,2
Luke 17,Verse 3,3
Luke 17,Verse 4,4
Luke 17,Verse 5,5
Luke 17,Verse 6,6
Luke 17,Verse 7,7
Luke 17,Verse 8,8
Luke 17,Verse 9,9
Luke 17,Verse 10,10
Luke 17,Verse 11,11
Luke 17,Verse 12,12
Luke 17,Verse 13,13
Luke 17,Verse 14,14
Luke 17,Verse 15,15
Luke 17,Verse 16,16
Luke 17,Verse 17,17
Luke 17,Verse 18,18
Luke 17,Verse 19,19
Luke 17,Verse 20,20
Luke 17,Verse 21,21
Luke 17,Verse 22,22
Luke 17,Verse 23,23
Luke 17,Verse 24,24
Luke 17,Verse 25,25
Luke 17,Verse 26,26
Luke 17,Verse 27,27
Luke 17,Verse 28,28
Luke 17,Verse 29,29
Luke 17,Verse 30,30
Luke 17,Verse 31,31
Luke 17,Verse 32,32
Luke 17,Verse 33,33
Luke 17,Verse 34,34
Luke 17,Verse 35,35
Luke 17,Verse 36,36
Luke 17,Verse 37,37
Luke 18,Verse 1,1
Luke 18,Verse 2,2
Luke 18,Verse 3,3
Luke 18,Verse 4,4
Luke 18,Verse 5,5
Luke 18,Verse 6,6
Luke 18,Verse 7,7
Luke 18,Verse 8,8
Luke 18,Verse 9,9
Luke 18,Verse 10,10
Luke 18,Verse 11,11
Luke 18,Verse 12,12
Luke 18,Verse 13,13
Luke 18,Verse 14,14
Luke 18,Verse 15,15
Luke 18,Verse 16,16
Luke 18,Verse 17,17
Luke 18,Verse 18,18
Luke 18,Verse 19,19
Luke 18,Verse 20,20
Luke 18,Verse 21,21
Luke 18,Verse 22,22
Luke 18,Verse 23,23
Luke 18,Verse 24,24
Luke 18,Verse 25,25
Luke 18,Verse 26,26
Luke 18,Verse 27,27
Luke 18,Verse 28,28
Luke 18,Verse 29,29
Luke 18,Verse 30,30
Luke 18,Verse 31,31
Luke 18,Verse 32,32
Luke 18,Verse 33,33
Luke 18,Verse 34,34
Luke 18,Verse 35,35
Luke 18,Verse 36,36
Luke 18,Verse 37,37
Luke 18,Verse 38,38
Luke 18,Verse 39,39
Luke 18,Verse 40,40
Luke 18,Verse 41,41
Luke 18,Verse 42,42
Luke 18,Verse 43,43
Luke 19,Verse 1,1
Luke 19,Verse 2,2
Luke 19,Verse 3,3
Luke 19,Verse 4,4
Luke 19,Verse 5,5
Luke 19,Verse 6,6
Luke 19,Verse 7,7
Luke 19,Verse 8,8
Luke 19,Verse 9,9
Luke 19,Verse 10,10
Luke 19,Verse 11,11
Luke 19,Verse 12,12
Luke 19,Verse 13,13
Luke 19,Verse 14,14
Luke 19,Verse 15,15
Luke 19,Verse 16,16
Luke 19,Verse 17,17
Luke 19,Verse 18,18
Luke 19,Verse 19,19
Luke 19,Verse 20,20
Luke 19,Verse 21,21
Luke 19,Verse 22,22
Luke 19,Verse 23,23
Luke 19,Verse 24,24
Luke 19,Verse 25,25
Luke 19,Verse 26,26
Luke 19,Verse 27,27
Luke 19,Verse 28,28
Luke 19,Verse 29,29
Luke 19,Verse 30,30
Luke 19,Verse 31,31
Luke 19,Verse 32,32
Luke 19,Verse 33,33
Luke 19,Verse 34,34
Luke 19,Verse 35,35
Luke 19,Verse 36,36
Luke 19,Verse 37,37
Luke 19,Verse 38,38
Luke 19,Verse 39,39
Luke 19,Verse 40,40
Luke 19,Verse 41,41
Luke 19,Verse 42,42
Luke 19,Verse 43,43
Luke 19,Verse 44,44
Luke 19,Verse 45,45
Luke 19,Verse 46,46
Luke 19,Verse 47,47
Luke 19,Verse 48,48
Luke 20,Verse 1,1
Luke 20,Verse 2,2
Luke 20,Verse 3,3
Luke 20,Verse 4,4
Luke 20,Verse 5,5
Luke 20,Verse 6,6
Luke 20,Verse 7,7
Luke 20,Verse 8,8
Luke 20,Verse 9,9
Luke 20,Verse 10,10
Luke 20,Verse 11,11
Luke 20,Verse 12,12
Luke 20,Verse 13,13
Luke 20,Verse 14,14
Luke 20,Verse 15,15
Luke 20,Verse 16,16
Luke 20,Verse 17,17
Luke 20,Verse 18,18
Luke 20,Verse 19,19
Luke 20,Verse 20,20
Luke 20,Verse 21,21
Luke 20,Verse 22,22
Luke 20,Verse 23,23
Luke 20,Verse 24,24
Luke 20,Verse 25,25
Luke 20,Verse 26,26
Luke 20,Verse 27,27
Luke 20,Verse 28,28
Luke 20,Verse 29,29
Luke 20,Verse 30,30
Luke 20,Verse 31,31
Luke 20,Verse 32,32
Luke 20,Verse 33,33
Luke 20,Verse 34,34
Luke 20,Verse 35,35
Luke 20,Verse 36,36
Luke 20,Verse 37,37
Luke 20,Verse 38,38
Luke 20,Verse 39,39
Luke 20,Verse 40,40
Luke 20,Verse 41,41
Luke 20,Verse 42,42
Luke 20,Verse 43,43
Luke 20,Verse 44,44
Luke 20,Verse 45,45
Luke 20,Verse 46,46
Luke 20,Verse 47,47
Luke 21,Verse 1,1
Luke 21,Verse 2,2
Luke 21,Verse 3,3
Luke 21,Verse 4,4
Luke 21,Verse 5,5
Luke 21,Verse 6,6
Luke 21,Verse 7,7
Luke 21,Verse 8,8
Luke 21,Verse 9,9
Luke 21,Verse 10,10
Luke 21,Verse 11,11
Luke 21,Verse 12,12
Luke 21,Verse 13,13
Luke 21,Verse 14,14
Luke 21,Verse 15,15
Luke 21,Verse 16,16
Luke 21,Verse 17,17
Luke 21,Verse 18,18
Luke 21,Verse 19,19
Luke 21,Verse 20,20
Luke 21,Verse 21,21
Luke 21,Verse 22,22
Luke 21,Verse 23,23
Luke 21,Verse 24,24
Luke 21,Verse 25,25
Luke 21,Verse 26,26
Luke 21,Verse 27,27
Luke 21,Verse 28,28
Luke 21,Verse 29,29
Luke 21,Verse 30,30
Luke 21,Verse 31,31
Luke 21,Verse 32,32
Luke 21,Verse 33,33
Luke 21,Verse 34,34
Luke 21,Verse 35,35
Luke 21,Verse 36,36
Luke 21,Verse 37,37
Luke 21,Verse 38,38
Luke 22,Verse 1,1
Luke 22,Verse 2,2
Luke 22,Verse 3,3
Luke 22,Verse 4,4
Luke 22,Verse 5,5
Luke 22,Verse 6,6
Luke 22,Verse 7,7
Luke 22,Verse 8,8
Luke 22,Verse 9,9
Luke 22,Verse 10,10
Luke 22,Verse 11,11
Luke 22,Verse 12,12
Luke 22,Verse 13,13
Luke 22,Verse 14,14
Luke 22,Verse 15,15
Luke 22,Verse 16,16
Luke 22,Verse 17,17
Luke 22,Verse 18,18
Luke 22,Verse 19,19
Luke 22,Verse 20,20
Luke 22,Verse 21,21
Luke 22,Verse 22,22
Luke 22,Verse 23,23
Luke 22,Verse 24,24
Luke 22,Verse 25,25
Luke 22,Verse 26,26
Luke 22,Verse 27,27
Luke 22,Verse 28,28
Luke 22,Verse 29,29
Luke 22,Verse 30,30
Luke 22,Verse 31,31
Luke 22,Verse 32,32
Luke 22,Verse 33,33
Luke 22,Verse 34,34
Luke 22,Verse 35,35
Luke 22,Verse 36,36
Luke 22,Verse 37,37
Luke 22,Verse 38,38
Luke 22,Verse 39,39
Luke 22,Verse 40,40
Luke 22,Verse 41,41
Luke 22,Verse 42,42
Luke 22,Verse 43,43
Luke 22,Verse 44,44
Luke 22,Verse 45,45
Luke 22,Verse 46,46
Luke 22,Verse 47,47
Luke 22,Verse 48,48
Luke 22,Verse 49,49
Luke 22,Verse 50,50
Luke 22,Verse 51,51
Luke 22,Verse 52,52
Luke 22,Verse 53,53
Luke 22,Verse 54,54
Luke 22,Verse 55,55
Luke 22,Verse 56,56
Luke 22,Verse 57,57
Luke 22,Verse 58,58
Luke 22,Verse 59,59
Luke 22,Verse 60,60
Luke 22,Verse 61,61
Luke 22,Verse 62,62
Luke 22,Verse 63,63
Luke 22,Verse 64,64
Luke 22,Verse 65,65
Luke 22,Verse 66,66
Luke 22,Verse 67,67
Luke 22,Verse 68,68
Luke 22,Verse 69,69
Luke 22,Verse 70,70
Luke 22,Verse 71,71
Luke 23,Verse 1,1
Luke 23,Verse 2,2
Luke 23,Verse 3,3
Luke 23,Verse 4,4
Luke 23,Verse 5,5
Luke 23,Verse 6,6
Luke 23,Verse 7,7
Luke 23,Verse 8,8
Luke 23,Verse 9,9
Luke 23,Verse 10,10
Luke 23,Verse 11,11
Luke 23,Verse 12,12
Luke 23,Verse 13,13
Luke 23,Verse 14,14
Luke 23,Verse 15,15
Luke 23,Verse 16,16
Luke 23,Verse 17,17
Luke 23,Verse 18,18
Luke 23,Verse 19,19
Luke 23,Verse 20,20
Luke 23,Verse 21,21
Luke 23,Verse 22,22
Luke 23,Verse 23,23
Luke 23,Verse 24,24
Luke 23,Verse 25,25
Luke 23,Verse 26,26
Luke 23,Verse 27,27
Luke 23,Verse 28,28
Luke 23,Verse 29,29
Luke 23,Verse 30,30
Luke 23,Verse 31,31
Luke 23,Verse 32,32
Luke 23,Verse 33,33
Luke 23,Verse 34,34
Luke 23,Verse 35,35
Luke 23,Verse 36,36
Luke 23,Verse 37,37
Luke 23,Verse 38,38
Luke 23,Verse 39,39
Luke 23,Verse 40,40
Luke 23,Verse 41,41
Luke 23,Verse 42,42
Luke 23,Verse 43,43
Luke 23,Verse 44,44
Luke 23,Verse 45,45
Luke 23,Verse 46,46
Luke 23,Verse 47,47
Luke 23,Verse 48,48
Luke 23,Verse 49,49
Luke 23,Verse 50,50
Luke 23,Verse 51,51
Luke 23,Verse 52,52
Luke 23,Verse 53,53
Luke 23,Verse 54,54
Luke 23,Verse 55,55
Luke 23,Verse 56,56
Luke 24,Verse 1,1
Luke 24,Verse 2,2
Luke 24,Verse 3,3
Luke 24,Verse 4,4
Luke 24,Verse 5,5
Luke 24,Verse 6,6
Luke 24,Verse 7,7
Luke 24,Verse 8,8
Luke 24,Verse 9,9
Luke 24,Verse 10,10
Luke 24,Verse 11,11
Luke 24,Verse 12,12
Luke 24,Verse 13,13
Luke 24,Verse 14,14
Luke 24,Verse 15,15
Luke 24,Verse 16,16
Luke 24,Verse 17,17
Luke 24,Verse 18,18
Luke 24,Verse 19,19
Luke 24,Verse 20,20
Luke 24,Verse 21,21
Luke 24,Verse 22,22
Luke 24,Verse 23,23
Luke 24,Verse 24,24
Luke 24,Verse 25,25
Luke 24,Verse 26,26
Luke 24,Verse 27,27
Luke 24,Verse 28,28
Luke 24,Verse 29,29
Luke 24,Verse 30,30
Luke 24,Verse 31,31
Luke 24,Verse 32,32
Luke 24,Verse 33,33
Luke 24,Verse 34,34
Luke 24,Verse 35,35
Luke 24,Verse 36,36
Luke 24,Verse 37,37
Luke 24,Verse 38,38
Luke 24,Verse 39,39
Luke 24,Verse 40,40
Luke 24,Verse 41,41
Luke 24,Verse 42,42
Luke 24,Verse 43,43
Luke 24,Verse 44,44
Luke 24,Verse 45,45
Luke 24,Verse 46,46
Luke 24,Verse 47,47
Luke 24,Verse 48,48
Luke 24,Verse 49,49
Luke 24,Verse 50,50
Luke 24,Verse 51,51
Luke 24,Verse 52,52
Luke 24,Verse 53,53
John 1,Verse 1,1
John 1,Verse 2,2
John 1,Verse 3,3
John 1,Verse 4,4
John 1,Verse 5,5
John 1,Verse 6,6
John 1,Verse 7,7
John 1,Verse 8,8
John 1,Verse 9,9
John 1,Verse 10,10
John 1,Verse 11,11
John 1,Verse 12,12
John 1,Verse 13,13
John 1,Verse 14,14
John 1,Verse 15,15
John 1,Verse 16,16
John 1,Verse 17,17
John 1,Verse 18,18
John 1,Verse 19,19
John 1,Verse 20,20
John 1,Verse 21,21
John 1,Verse 22,22
John 1,Verse 23,23
John 1,Verse 24,24
John 1,Verse 25,25
John 1,Verse 26,26
John 1,Verse 27,27
John 1,Verse 28,28
John 1,Verse 29,29
John 1,Verse 30,30
John 1,Verse 31,31
John 1,Verse 32,32
John 1,Verse 33,33
John 1,Verse 34,34
John 1,Verse 35,35
John 1,Verse 36,36
John 1,Verse 37,37
John 1,Verse 38,38
John 1,Verse 39,39
John 1,Verse 40,40
John 1,Verse 41,41
John 1,Verse 42,42
John 1,Verse 43,43
John 1,Verse 44,44
John 1,Verse 45,45
John 1,Verse 46,46
John 1,Verse 47,47
John 1,Verse 48,48
John 1,Verse 49,49
John 1,Verse 50,50
John 1,Verse 51,51
John 2,Verse 1,1
John 2,Verse 2,2
John 2,Verse 3,3
John 2,Verse 4,4
John 2,Verse 5,5
John 2,Verse 6,6
John 2,Verse 7,7
John 2,Verse 8,8
John 2,Verse 9,9
John 2,Verse 10,10
John 2,Verse 11,11
John 2,Verse 12,12
John 2,Verse 13,13
John 2,Verse 14,14
John 2,Verse 15,15
John 2,Verse 16,16
John 2,Verse 17,17
John 2,Verse 18,18
John 2,Verse 19,19
John 2,Verse 20,20
John 2,Verse 21,21
John 2,Verse 22,22
John 2,Verse 23,23
John 2,Verse 24,24
John 2,Verse 25,25
John 3,Verse 1,1
John 3,Verse 2,2
John 3,Verse 3,3
John 3,Verse 4,4
John 3,Verse 5,5
John 3,Verse 6,6
John 3,Verse 7,7
John 3,Verse 8,8
John 3,Verse 9,9
John 3,Verse 10,10
John 3,Verse 11,11
John 3,Verse 12,12
John 3,Verse 13,13
John 3,Verse 14,14
John 3,Verse 15,15
John 3,Verse 16,16
John 3,Verse 17,17
John 3,Verse 18,18
John 3,Verse 19,19
John 3,Verse 20,20
John 3,Verse 21,21
John 3,Verse 22,22
John 3,Verse 23,23
John 3,Verse 24,24
John 3,Verse 25,25
John 3,Verse 26,26
John 3,Verse 27,27
John 3,Verse 28,28
John 3,Verse 29,29
John 3,Verse 30,30
John 3,Verse 31,31
John 3,Verse 32,32
John 3,Verse 33,33
John 3,Verse 34,34
John 3,Verse 35,35
John 3,Verse 36,36
John 4,Verse 1,1
John 4,Verse 2,2
John 4,Verse 3,3
John 4,Verse 4,4
John 4,Verse 5,5
John 4,Verse 6,6
John 4,Verse 7,7
John 4,Verse 8,8
John 4,Verse 9,9
John 4,Verse 10,10
John 4,Verse 11,11
John 4,Verse 12,12
John 4,Verse 13,13
John 4,Verse 14,14
John 4,Verse 15,15
John 4,Verse 16,16
John 4,Verse 17,17
John 4,Verse 18,18
John 4,Verse 19,19
John 4,Verse 20,20
John 4,Verse 21,21
John 4,Verse 22,22
John 4,Verse 23,23
John 4,Verse 24,24
John 4,Verse 25,25
John 4,Verse 26,26
John 4,Verse 27,27
John 4,Verse 28,28
John 4,Verse 29,29
John 4,Verse 30,30
John 4,Verse 31,31
John 4,Verse 32,32
John 4,Verse 33,33
John 4,Verse 34,34
John 4,Verse 35,35
John 4,Verse 36,36
John 4,Verse 37,37
John 4,Verse 38,38
John 4,Verse 39,39
John 4,Verse 40,40
John 4,Verse 41,41
John 4,Verse 42,42
John 4,Verse 43,43
John 4,Verse 44,44
John 4,Verse 45,45
John 4,Verse 46,46
John 4,Verse 47,47
John 4,Verse 48,48
John 4,Verse 49,49
John 4,Verse 50,50
John 4,Verse 51,51
John 4,Verse 52,52
John 4,Verse 53,53
John 4,Verse 54,54
John 5,Verse 1,1
John 5,Verse 2,2
John 5,Verse 3,3
John 5,Verse 4,4
John 5,Verse 5,5
John 5,Verse 6,6
John 5,Verse 7,7
John 5,Verse 8,8
John 5,Verse 9,9
John 5,Verse 10,10
John 5,Verse 11,11
John 5,Verse 12,12
John 5,Verse 13,13
John 5,Verse 14,14
John 5,Verse 15,15
John 5,Verse 16,16
John 5,Verse 17,17
John 5,Verse 18,18
John 5,Verse 19,19
John 5,Verse 20,20
John 5,Verse 21,21
John 5,Verse 22,22
John 5,Verse 23,23
John 5,Verse 24,24
John 5,Verse 25,25
John 5,Verse 26,26
John 5,Verse 27,27
John 5,Verse 28,28
John 5,Verse 29,29
John 5,Verse 30,30
John 5,Verse 31,31
John 5,Verse 32,32
John 5,Verse 33,33
John 5,Verse 34,34
John 5,Verse 35,35
John 5,Verse 36,36
John 5,Verse 37,37
John 5,Verse 38,38
John 5,Verse 39,39
John 5,Verse 40,40
John 5,Verse 41,41
John 5,Verse 42,42
John 5,Verse 43,43
John 5,Verse 44,44
John 5,Verse 45,45
John 5,Verse 46,46
John 5,Verse 47,47
John 6,Verse 1,1
John 6,Verse 2,2
John 6,Verse 3,3
John 6,Verse 4,4
John 6,Verse 5,5
John 6,Verse 6,6
John 6,Verse 7,7
John 6,Verse 8,8
John 6,Verse 9,9
John 6,Verse 10,10
John 6,Verse 11,11
John 6,Verse 12,12
John 6,Verse 13,13
John 6,Verse 14,14
John 6,Verse 15,15
John 6,Verse 16,16
John 6,Verse 17,17
John 6,Verse 18,18
John 6,Verse 19,19
John 6,Verse 20,20
John 6,Verse 21,21
John 6,Verse 22,22
John 6,Verse 23,23
John 6,Verse 24,24
John 6,Verse 25,25
John 6,Verse 26,26
John 6,Verse 27,27
John 6,Verse 28,28
John 6,Verse 29,29
John 6,Verse 30,30
John 6,Verse 31,31
John 6,Verse 32,32
John 6,Verse 33,33
John 6,Verse 34,34
John 6,Verse 35,35
John 6,Verse 36,36
John 6,Verse 37,37
John 6,Verse 38,38
John 6,Verse 39,39
John 6,Verse 40,40
John 6,Verse 41,41
John 6,Verse 42,42
John 6,Verse 43,43
John 6,Verse 44,44
John 6,Verse 45,45
John 6,Verse 46,46
John 6,Verse 47,47
John 6,Verse 48,48
John 6,Verse 49,49
John 6,Verse 50,50
John 6,Verse 51,51
John 6,Verse 52,52
John 6,Verse 53,53
John 6,Verse 54,54
John 6,Verse 55,55
John 6,Verse 56,56
John 6,Verse 57,57
John 6,Verse 58,58
John 6,Verse 59,59
John 6,Verse 60,60
John 6,Verse 61,61
John 6,Verse 62,62
John 6,Verse 63,63
John 6,Verse 64,64
John 6,Verse 65,65
John 6,Verse 66,66
John 6,Verse 67,67
John 6,Verse 68,68
John 6,Verse 69,69
John 6,Verse 70,70
John 6,Verse 71,71
John 7,Verse 1,1
John 7,Verse 2,2
John 7,Verse 3,3
John 7,Verse 4,4
John 7,Verse 5,5
John 7,Verse 6,6
John 7,Verse 7,7
John 7,Verse 8,8
John 7,Verse 9,9
John 7,Verse 10,10
John 7,Verse 11,11
John 7,Verse 12,12
John 7,Verse 13,13
John 7,Verse 14,14
John 7,Verse 15,15
John 7,Verse 16,16
John 7,Verse 17,17
John 7,Verse 18,18
John 7,Verse 19,19
John 7,Verse 20,20
John 7,Verse 21,21
John 7,Verse 22,22
John 7,Verse 23,23
John 7,Verse 24,24
John 7,Verse 25,25
John 7,Verse 26,26
John 7,Verse 27,27
John 7,Verse 28,28
John 7,Verse 29,29
John 7,Verse 30,30
John 7,Verse 31,31
John 7,Verse 32,32
John 7,Verse 33,33
John 7,Verse 34,34
John 7,Verse 35,35
John 7,Verse 36,36
John 7,Verse 37,37
John 7,Verse 38,38
John 7,Verse 39,39
John 7,Verse 40,40
John 7,Verse 41,41
John 7,Verse 42,42
John 7,Verse 43,43
John 7,Verse 44,44
John 7,Verse 45,45
John 7,Verse 46,46
John 7,Verse 47,47
John 7,Verse 48,48
John 7,Verse 49,49
John 7,Verse 50,50
John 7,Verse 51,51
John 7,Verse 52,52
John 7,Verse 53,53
John 8,Verse 1,1
John 8,Verse 2,2
John 8,Verse 3,3
John 8,Verse 4,4
