sid,test,subname,parent_title,sub_title,catid,description
2929,Marduk-Shapik-Zeri,Marduk-Shapik-Zeri,People in History [31],Marduk-Shapik-Zeri [2929],31,
2930,Marduk-Shumu-Usur,Marduk-Shumu-Usur,People in History [31],Marduk-Shumu-Usur [2930],31,
2931,Marduk-Zakir-Shumi+I,Marduk-Zakir-Shumi I,People in History [31],Marduk-Zakir-Shumi I [2931],31,
2932,Mati%92Ilu,Mati’Ilu,People in History [31],Mati’Ilu [2932],31,
2933,Matti,Matti,People in History [31],Matti [2933],31,
2934,Mattiwaza,Mattiwaza,People in History [31],Mattiwaza [2934],31,
2935,Mebaragesi+%28En-Mebaragesi%29,Mebaragesi (En-Mebaragesi),People in History [31],Mebaragesi (En-Mebaragesi) [2935],31,
2936,Mekubi,Mekubi,People in History [31],Mekubi [2936],31,
2937,Meli-Shipak,Meli-Shipak,People in History [31],Meli-Shipak [2937],31,
2938,Menachem,Menachem,People in History [31],Menachem [2938],31,
2939,Menua,Menua,People in History [31],Menua [2939],31,
2940,Merneptah,Merneptah,People in History [31],Merneptah [2940],31,
2941,Merodach-Baladan+%28Babylonian+Marduk-Apla-Iddina+Ii%29,Merodach-Baladan (Babylonian Marduk-Apla-Iddina Ii),People in History [31],Merodach-Baladan (Babylonian Marduk-Apla-Iddina Ii) [2941],31,
2942,Mes-Kiag-Nunna,Mes-Kiag-Nunna,People in History [31],Mes-Kiag-Nunna [2942],31,
2943,Mesanepada,Mesanepada,People in History [31],Mesanepada [2943],31,
2944,Mesha,Mesha,People in History [31],Mesha [2944],31,
2945,Mesilim+%28%3DMesalim%29,Mesilim (=Mesalim),People in History [31],Mesilim (=Mesalim) [2945],31,
2946,Mesopotamia,Mesopotamia,People in History [31],Mesopotamia [2946],31,
2947,Micah,Micah,People in History [31],Micah [2947],31,
2948,Midas+%28%3DMita%29,Midas (=Mita),People in History [31],Midas (=Mita) [2948],31,
2949,Mithridates+I,Mithridates I,People in History [31],Mithridates I [2949],31,
2950,Muballit-Sherua,Muballit-Sherua,People in History [31],Muballit-Sherua [2950],31,
2951,Mudammiq,Mudammiq,People in History [31],Mudammiq [2951],31,
2952,Mugallu,Mugallu,People in History [31],Mugallu [2952],31,
2953,Mukannishum,Mukannishum,People in History [31],Mukannishum [2953],31,
2954,Mukin-Zeri,Mukin-Zeri,People in History [31],Mukin-Zeri [2954],31,
2955,Mulissu-Kabtat,Mulissu-Kabtat,People in History [31],Mulissu-Kabtat [2955],31,
2956,Mulissu-Mukannishat-Ninua,Mulissu-Mukannishat-Ninua,People in History [31],Mulissu-Mukannishat-Ninua [2956],31,
2957,Murashu,Murashu,People in History [31],Murashu [2957],31,
2958,Mursili+I,Mursili I,People in History [31],Mursili I [2958],31,
2959,Mursili+Ii,Mursili Ii,People in History [31],Mursili Ii [2959],31,
2960,Mursili+Iii,Mursili Iii,People in History [31],Mursili Iii [2960],31,
2961,Mushezib-Marduk,Mushezib-Marduk,People in History [31],Mushezib-Marduk [2961],31,
2962,Mut-Ashkur,Mut-Ashkur,People in History [31],Mut-Ashkur [2962],31,
2963,Mutakkil-Nusku,Mutakkil-Nusku,People in History [31],Mutakkil-Nusku [2963],31,
2964,Mutallu+%28%3DMuwatalis%29,Mutallu (=Muwatalis),People in History [31],Mutallu (=Muwatalis) [2964],31,
2965,Mutarris-Ashur,Mutarris-Ashur,People in History [31],Mutarris-Ashur [2965],31,
2966,Muwatalli+%28%3DMuwatalis%29+%28Ii%29,Muwatalli (=Muwatalis) (Ii),People in History [31],Muwatalli (=Muwatalis) (Ii) [2966],31,
2967,Nabonassar+%28Babylonian+Nabu-Nasir%29,Nabonassar (Babylonian Nabu-Nasir),People in History [31],Nabonassar (Babylonian Nabu-Nasir) [2967],31,
2968,Nabonidus+%28Babylonian+Nabu-Na%92Id%29,Nabonidus (Babylonian Nabu-Na’Id),People in History [31],Nabonidus (Babylonian Nabu-Na’Id) [2968],31,
2969,Nabopolassar+%28Nabu-Apla-Usur%29,Nabopolassar (Nabu-Apla-Usur),People in History [31],Nabopolassar (Nabu-Apla-Usur) [2969],31,
2970,Nabu-Ahhe-Eriba,Nabu-Ahhe-Eriba,People in History [31],Nabu-Ahhe-Eriba [2970],31,
2971,Nabu-Ahhe-Iddin,Nabu-Ahhe-Iddin,People in History [31],Nabu-Ahhe-Iddin [2971],31,
2972,Nabu-Apla-Iddina,Nabu-Apla-Iddina,People in History [31],Nabu-Apla-Iddina [2972],31,
2973,Nabu-Apla-Usur,Nabu-Apla-Usur,People in History [31],Nabu-Apla-Usur [2973],31,
2974,Nabu-Bani-Ahi,Nabu-Bani-Ahi,People in History [31],Nabu-Bani-Ahi [2974],31,
2975,Nabu-Bel-Shumati,Nabu-Bel-Shumati,People in History [31],Nabu-Bel-Shumati [2975],31,
2976,Nabu-Kudurru-Usur,Nabu-Kudurru-Usur,People in History [31],Nabu-Kudurru-Usur [2976],31,
2977,Nabu-Mukin-Apli,Nabu-Mukin-Apli,People in History [31],Nabu-Mukin-Apli [2977],31,
2978,Nabu-Mukin-Zeri+%28Mukin-Zeri%29,Nabu-Mukin-Zeri (Mukin-Zeri),People in History [31],Nabu-Mukin-Zeri (Mukin-Zeri) [2978],31,
2979,Nabu-Na%92Id,Nabu-Na’Id,People in History [31],Nabu-Na’Id [2979],31,
2980,Nabu-Nadin-Zeri+%28%3DNadinu%29,Nabu-Nadin-Zeri (=Nadinu),People in History [31],Nabu-Nadin-Zeri (=Nadinu) [2980],31,
2981,Nabu-Nasir,Nabu-Nasir,People in History [31],Nabu-Nasir [2981],31,
2982,Nabu-Sharra-Usur,Nabu-Sharra-Usur,People in History [31],Nabu-Sharra-Usur [2982],31,
2983,Nabu-Shuma-Ishkun,Nabu-Shuma-Ishkun,People in History [31],Nabu-Shuma-Ishkun [2983],31,
2984,Nabu-Shuma-Ukin+I,Nabu-Shuma-Ukin I,People in History [31],Nabu-Shuma-Ukin I [2984],31,
2985,Nabu-Shuma-Ukin+Ii,Nabu-Shuma-Ukin Ii,People in History [31],Nabu-Shuma-Ukin Ii [2985],31,
2986,Nabu-Shumu-Libur,Nabu-Shumu-Libur,People in History [31],Nabu-Shumu-Libur [2986],31,
2987,Nabu-Zer-Kitti-Lishir,Nabu-Zer-Kitti-Lishir,People in History [31],Nabu-Zer-Kitti-Lishir [2987],31,
2988,Nabu-Zuqup-Kena,Nabu-Zuqup-Kena,People in History [31],Nabu-Zuqup-Kena [2988],31,
2989,Nadab,Nadab,People in History [31],Nadab [2989],31,
2990,Nahhunte-Utu,Nahhunte-Utu,People in History [31],Nahhunte-Utu [2990],31,
2991,Nammahani,Nammahani,People in History [31],Nammahani [2991],31,
2992,Naplanum,Naplanum,People in History [31],Naplanum [2992],31,
2993,Naqi%92A-Zakutu,Naqi’A-Zakutu,People in History [31],Naqi’A-Zakutu [2993],31,
2994,Naram-Sin,Naram-Sin,People in History [31],Naram-Sin [2994],31,
2995,Nazi-Bugash,Nazi-Bugash,People in History [31],Nazi-Bugash [2995],31,
2996,Nazi-Maruttash,Nazi-Maruttash,People in History [31],Nazi-Maruttash [2996],31,
2997,Nebuchadnezzar+I+%28Babylonian+Nabu-Kudurru-Usur%29,Nebuchadnezzar I (Babylonian Nabu-Kudurru-Usur),People in History [31],Nebuchadnezzar I (Babylonian Nabu-Kudurru-Usur) [2997],31,
2998,Nebuchadnezzar+Ii+%28Babylonian+Nabu-Kudurru-Usur%29,Nebuchadnezzar Ii (Babylonian Nabu-Kudurru-Usur),People in History [31],Nebuchadnezzar Ii (Babylonian Nabu-Kudurru-Usur) [2998],31,
2999,Nebuchadnezzar+Iii,Nebuchadnezzar Iii,People in History [31],Nebuchadnezzar Iii [2999],31,
3000,Necho+I,Necho I,People in History [31],Necho I [3000],31,
3001,Necho+Ii,Necho Ii,People in History [31],Necho Ii [3001],31,
3002,Nehemiah,Nehemiah,People in History [31],Nehemiah [3002],31,
3003,Nergal-Apil-Kumua,Nergal-Apil-Kumua,People in History [31],Nergal-Apil-Kumua [3003],31,
3004,Nergal-Erish,Nergal-Erish,People in History [31],Nergal-Erish [3004],31,
3005,Nergal-Etir,Nergal-Etir,People in History [31],Nergal-Etir [3005],31,
3006,Nergal-Ushezib,Nergal-Ushezib,People in History [31],Nergal-Ushezib [3006],31,
3007,Neriglissar,Neriglissar,People in History [31],Neriglissar [3007],31,
3008,Nidinti-Bel+%28%3DNebuchadnezzar+Iii%29,Nidinti-Bel (=Nebuchadnezzar Iii),People in History [31],Nidinti-Bel (=Nebuchadnezzar Iii) [3008],31,
3009,Nidnusha,Nidnusha,People in History [31],Nidnusha [3009],31,
3010,Nin-Banda,Nin-Banda,People in History [31],Nin-Banda [3010],31,
3011,Ninurta-Apil-Ekur,Ninurta-Apil-Ekur,People in History [31],Ninurta-Apil-Ekur [3011],31,
3012,Ninurta-Kudurri-Usur+I,Ninurta-Kudurri-Usur I,People in History [31],Ninurta-Kudurri-Usur I [3012],31,
3013,Ninurta-Kudurri-Usur+Ii,Ninurta-Kudurri-Usur Ii,People in History [31],Ninurta-Kudurri-Usur Ii [3013],31,
3014,Ninurta-Nadin-Shumi,Ninurta-Nadin-Shumi,People in History [31],Ninurta-Nadin-Shumi [3014],31,
3015,Ninurta-Tukulti-Ashur,Ninurta-Tukulti-Ashur,People in History [31],Ninurta-Tukulti-Ashur [3015],31,
3016,Niqmadu+%28Of+Qadesh%29,Niqmadu (Of Qadesh),People in History [31],Niqmadu (Of Qadesh) [3016],31,
3017,Niqmadu+Ii,Niqmadu Ii,People in History [31],Niqmadu Ii [3017],31,
3018,Niqmepa,Niqmepa,People in History [31],Niqmepa [3018],31,
3019,Nishi-Inishu,Nishi-Inishu,People in History [31],Nishi-Inishu [3019],31,
3020,Nuptaya,Nuptaya,People in History [31],Nuptaya [3020],31,
3021,Nur-Adad,Nur-Adad,People in History [31],Nur-Adad [3021],31,
3022,Nur-Ahum,Nur-Ahum,People in History [31],Nur-Ahum [3022],31,
3023,Nur-Ili,Nur-Ili,People in History [31],Nur-Ili [3023],31,
3024,Nur-Mer,Nur-Mer,People in History [31],Nur-Mer [3024],31,
3025,Omri,Omri,People in History [31],Omri [3025],31,
3026,Osorkon+Ii,Osorkon Ii,People in History [31],Osorkon Ii [3026],31,
3027,Osorkon+Iv+%28%3DBiblical+So%2C+Assyrian+Shilkanni%29,"Osorkon Iv (=Biblical So, Assyrian Shilkanni)",People in History [31],"Osorkon Iv (=Biblical So, Assyrian Shilkanni) [3027]",31,
3028,Panammu+I,Panammu I,People in History [31],Panammu I [3028],31,
3029,Panammu+Ii,Panammu Ii,People in History [31],Panammu Ii [3029],31,
3030,Parrattarna,Parrattarna,People in History [31],Parrattarna [3030],31,
3031,Parysatis,Parysatis,People in History [31],Parysatis [3031],31,
3032,Pekah,Pekah,People in History [31],Pekah [3032],31,
3033,Pekahiah,Pekahiah,People in History [31],Pekahiah [3033],31,
3034,Perdiccas,Perdiccas,People in History [31],Perdiccas [3034],31,
3035,Phraates+Ii,Phraates Ii,People in History [31],Phraates Ii [3035],31,
3036,Pisiri,Pisiri,People in History [31],Pisiri [3036],31,
3037,Pit%28K%29Hana,Pit(K)Hana,People in History [31],Pit(K)Hana [3037],31,
3038,Piyashili+%28Assyrian+Sharri-Kushuh%29,Piyashili (Assyrian Sharri-Kushuh),People in History [31],Piyashili (Assyrian Sharri-Kushuh) [3038],31,
3039,Protothyes,Protothyes,People in History [31],Protothyes [3039],31,
3040,Psammetichus+I,Psammetichus I,People in History [31],Psammetichus I [3040],31,
3041,Psammetichus+Iii,Psammetichus Iii,People in History [31],Psammetichus Iii [3041],31,
3042,Ptolemy+I,Ptolemy I,People in History [31],Ptolemy I [3042],31,
3043,Ptolemy+Ii+Philadelphia,Ptolemy Ii Philadelphia,People in History [31],Ptolemy Ii Philadelphia [3043],31,
3044,Ptolemy+Iii+Euergetes,Ptolemy Iii Euergetes,People in History [31],Ptolemy Iii Euergetes [3044],31,
3045,Ptolemy+Iv+Philopater,Ptolemy Iv Philopater,People in History [31],Ptolemy Iv Philopater [3045],31,
3046,Pu-Abi,Pu-Abi,People in History [31],Pu-Abi [3046],31,
3047,Puduhepa,Puduhepa,People in History [31],Puduhepa [3047],31,
3048,Pulu,Pulu,People in History [31],Pulu [3048],31,
3049,Pushu-Kenu,Pushu-Kenu,People in History [31],Pushu-Kenu [3049],31,
3050,Puzur-Ashur,Puzur-Ashur,People in History [31],Puzur-Ashur [3050],31,
3051,Puzur-Ashur+Iii,Puzur-Ashur Iii,People in History [31],Puzur-Ashur Iii [3051],31,
3052,Puzur-Eshtar,Puzur-Eshtar,People in History [31],Puzur-Eshtar [3052],31,
3053,Puzur-Inshushinak,Puzur-Inshushinak,People in History [31],Puzur-Inshushinak [3053],31,
3054,Puzur-Marduk,Puzur-Marduk,People in History [31],Puzur-Marduk [3054],31,
3055,Puzur-Numushda+%28%3DPuzur-Shulgi%29,Puzur-Numushda (=Puzur-Shulgi),People in History [31],Puzur-Numushda (=Puzur-Shulgi) [3055],31,
3056,Rakhianu+%28Biblical+Rezin%29+Of+Damascus,Rakhianu (Biblical Rezin) Of Damascus,People in History [31],Rakhianu (Biblical Rezin) Of Damascus [3056],31,
3057,Ramasses+Ii,Ramasses Ii,People in History [31],Ramasses Ii [3057],31,
3058,Ramesses+Iii,Ramesses Iii,People in History [31],Ramesses Iii [3058],31,
3059,Rashil,Rashil,People in History [31],Rashil [3059],31,
3060,Rehoboam,Rehoboam,People in History [31],Rehoboam [3060],31,
3061,Remanni-Adad,Remanni-Adad,People in History [31],Remanni-Adad [3061],31,
3062,Rim-Sin,Rim-Sin,People in History [31],Rim-Sin [3062],31,
3063,Rimush,Rimush,People in History [31],Rimush [3063],31,
3064,Rusa+I,Rusa I,People in History [31],Rusa I [3064],31,
3065,Rusa+Ii,Rusa Ii,People in History [31],Rusa Ii [3065],31,
3066,Rusa+Iii,Rusa Iii,People in History [31],Rusa Iii [3066],31,
3067,Sabium,Sabium,People in History [31],Sabium [3067],31,
3068,Sammu-Ramat,Sammu-Ramat,People in History [31],Sammu-Ramat [3068],31,
3069,Samsi+%28%3DShamshi%29,Samsi (=Shamshi),People in History [31],Samsi (=Shamshi) [3069],31,
3070,Samsu-Ditana,Samsu-Ditana,People in History [31],Samsu-Ditana [3070],31,
3071,Samsu-Iluna,Samsu-Iluna,People in History [31],Samsu-Iluna [3071],31,
3072,Sangara,Sangara,People in History [31],Sangara [3072],31,
3073,Sarduri+I,Sarduri I,People in History [31],Sarduri I [3073],31,
3074,Sarduri+Ii,Sarduri Ii,People in History [31],Sarduri Ii [3074],31,
3075,Sarduri+Iii+%28Assyrian+Ishtar-Duri%29,Sarduri Iii (Assyrian Ishtar-Duri),People in History [31],Sarduri Iii (Assyrian Ishtar-Duri) [3075],31,
3076,Sargon+I+%28Assyrian+Sharru-Kenu%29,Sargon I (Assyrian Sharru-Kenu),People in History [31],Sargon I (Assyrian Sharru-Kenu) [3076],31,
3077,Sargon+Ii,Sargon Ii,People in History [31],Sargon Ii [3077],31,
3078,Sargon+Of+Akkad,Sargon Of Akkad,People in History [31],Sargon Of Akkad [3078],31,
3079,Saul,Saul,People in History [31],Saul [3079],31,
3080,Seleucus+I+Nicator,Seleucus I Nicator,People in History [31],Seleucus I Nicator [3080],31,
3081,Seleucus+Ii,Seleucus Ii,People in History [31],Seleucus Ii [3081],31,
3082,Seleucus+Iii+Soter,Seleucus Iii Soter,People in History [31],Seleucus Iii Soter [3082],31,
3083,Semiramis+%28Assyrian+Sammu-Ramat%29,Semiramis (Assyrian Sammu-Ramat),People in History [31],Semiramis (Assyrian Sammu-Ramat) [3083],31,
3084,Sennacherib+%28Assyrian+Sin-Ahhe-Eriba%29,Sennacherib (Assyrian Sin-Ahhe-Eriba),People in History [31],Sennacherib (Assyrian Sin-Ahhe-Eriba) [3084],31,
3085,Shabako,Shabako,People in History [31],Shabako [3085],31,
3086,Shadditu,Shadditu,People in History [31],Shadditu [3086],31,
3087,Shagaragti-Shuriash,Shagaragti-Shuriash,People in History [31],Shagaragti-Shuriash [3087],31,
3088,Shahurunuwa,Shahurunuwa,People in History [31],Shahurunuwa [3088],31,
3089,Shallim-Ahhe,Shallim-Ahhe,People in History [31],Shallim-Ahhe [3089],31,
3090,Shallurtum,Shallurtum,People in History [31],Shallurtum [3090],31,
3091,Shalmaneser+%28Assyrian+Shulmanu-Ashared%29+I,Shalmaneser (Assyrian Shulmanu-Ashared) I,People in History [31],Shalmaneser (Assyrian Shulmanu-Ashared) I [3091],31,
3092,Shalmaneser+Ii,Shalmaneser Ii,People in History [31],Shalmaneser Ii [3092],31,
3093,Shalmaneser+Iii,Shalmaneser Iii,People in History [31],Shalmaneser Iii [3093],31,
3094,Shalmaneser+Iv,Shalmaneser Iv,People in History [31],Shalmaneser Iv [3094],31,
3095,Shalmaneser+V,Shalmaneser V,People in History [31],Shalmaneser V [3095],31,
3096,Shamash-Eriba,Shamash-Eriba,People in History [31],Shamash-Eriba [3096],31,
3097,Shamash-Mudammiq,Shamash-Mudammiq,People in History [31],Shamash-Mudammiq [3097],31,
3098,Shamash-Shuma-Ukin,Shamash-Shuma-Ukin,People in History [31],Shamash-Shuma-Ukin [3098],31,
3099,Shamshi-Adad+I,Shamshi-Adad I,People in History [31],Shamshi-Adad I [3099],31,
3100,Shamshi-Adad+Iii,Shamshi-Adad Iii,People in History [31],Shamshi-Adad Iii [3100],31,
3101,Shamshi-Adad+Iv,Shamshi-Adad Iv,People in History [31],Shamshi-Adad Iv [3101],31,
3102,Shamshi-Adad+V,Shamshi-Adad V,People in History [31],Shamshi-Adad V [3102],31,
3103,Shamshi-Ilu,Shamshi-Ilu,People in History [31],Shamshi-Ilu [3103],31,
3104,Shar-Kali-Sharri,Shar-Kali-Sharri,People in History [31],Shar-Kali-Sharri [3104],31,
3105,Sharri-Kushuh,Sharri-Kushuh,People in History [31],Sharri-Kushuh [3105],31,
3106,Sharrish-Takal,Sharrish-Takal,People in History [31],Sharrish-Takal [3106],31,
3107,Sharriya,Sharriya,People in History [31],Sharriya [3107],31,
3108,Sharru-Kenu,Sharru-Kenu,People in History [31],Sharru-Kenu [3108],31,
3109,Shasa,Shasa,People in History [31],Shasa [3109],31,
3110,Shattiwaza+%28Kurtiwaza+Or+Mattiwaza%29,Shattiwaza (Kurtiwaza Or Mattiwaza),People in History [31],Shattiwaza (Kurtiwaza Or Mattiwaza) [3110],31,
3111,Shattuara+I,Shattuara I,People in History [31],Shattuara I [3111],31,
3112,Shattuara+Ii,Shattuara Ii,People in History [31],Shattuara Ii [3112],31,
3113,Shaushgamuwa,Shaushgamuwa,People in History [31],Shaushgamuwa [3113],31,
3114,Shaushtatar,Shaushtatar,People in History [31],Shaushtatar [3114],31,
3115,Shennam,Shennam,People in History [31],Shennam [3115],31,
3116,Shibtu,Shibtu,People in History [31],Shibtu [3116],31,
3117,Shilhak-Inshushinak,Shilhak-Inshushinak,People in History [31],Shilhak-Inshushinak [3117],31,
3118,Shilkhakha,Shilkhakha,People in History [31],Shilkhakha [3118],31,
3119,Shilwa-Teshup,Shilwa-Teshup,People in History [31],Shilwa-Teshup [3119],31,
3120,Shirikti-Shuqamuna,Shirikti-Shuqamuna,People in History [31],Shirikti-Shuqamuna [3120],31,
3121,Shoshenq+I+%28Biblical+Shishak%29,Shoshenq I (Biblical Shishak),People in History [31],Shoshenq I (Biblical Shishak) [3121],31,
3122,Shu-Dagan,Shu-Dagan,People in History [31],Shu-Dagan [3122],31,
3123,Shu-Ilishu,Shu-Ilishu,People in History [31],Shu-Ilishu [3123],31,
3124,Shu-Iliya,Shu-Iliya,People in History [31],Shu-Iliya [3124],31,
3125,Shu-Sin,Shu-Sin,People in History [31],Shu-Sin [3125],31,
3126,Shu-Turul,Shu-Turul,People in History [31],Shu-Turul [3126],31,
3127,Shu-Turul,Shu-Turul,People in History [31],Shu-Turul [3127],31,
3128,Shulaya,Shulaya,People in History [31],Shulaya [3128],31,
3129,Shulgi,Shulgi,People in History [31],Shulgi [3129],31,
3130,Shulgi-Shimti,Shulgi-Shimti,People in History [31],Shulgi-Shimti [3130],31,
3131,Shunashshura,Shunashshura,People in History [31],Shunashshura [3131],31,
3132,Shursa-Damu+%28%3DShurshi%29,Shursa-Damu (=Shurshi),People in History [31],Shursa-Damu (=Shurshi) [3132],31,
3133,Shutruk-Nahhunte+I,Shutruk-Nahhunte I,People in History [31],Shutruk-Nahhunte I [3133],31,
3134,Shutruk-Nahhunte+Ii+%28%3DShutur-Nahhunte%29,Shutruk-Nahhunte Ii (=Shutur-Nahhunte),People in History [31],Shutruk-Nahhunte Ii (=Shutur-Nahhunte) [3134],31,
3135,Shuttarna+Ii,Shuttarna Ii,People in History [31],Shuttarna Ii [3135],31,
3136,Sidqulanasi,Sidqulanasi,People in History [31],Sidqulanasi [3136],31,
3137,Silhaha+%28%3DShilkhakha%29,Silhaha (=Shilkhakha),People in History [31],Silhaha (=Shilkhakha) [3137],31,
3138,Silli-Sin,Silli-Sin,People in History [31],Silli-Sin [3138],31,
3139,Simbar-Shipak,Simbar-Shipak,People in History [31],Simbar-Shipak [3139],31,
3140,Simut-Wartash,Simut-Wartash,People in History [31],Simut-Wartash [3140],31,
3141,Sin-Ahhe-Eriba,Sin-Ahhe-Eriba,People in History [31],Sin-Ahhe-Eriba [3141],31,
3142,Sin-Balassu-Iqbi,Sin-Balassu-Iqbi,People in History [31],Sin-Balassu-Iqbi [3142],31,
3143,Sin-Gamil,Sin-Gamil,People in History [31],Sin-Gamil [3143],31,
3144,Sin-Iddinam,Sin-Iddinam,People in History [31],Sin-Iddinam [3144],31,
3145,Sin-Iribam,Sin-Iribam,People in History [31],Sin-Iribam [3145],31,
3146,Sin-Kashid,Sin-Kashid,People in History [31],Sin-Kashid [3146],31,
3147,Sin-Leqqe-Unninni,Sin-Leqqe-Unninni,People in History [31],Sin-Leqqe-Unninni [3147],31,
3148,Sin-Magir,Sin-Magir,People in History [31],Sin-Magir [3148],31,
3149,Sin-Muballit,Sin-Muballit,People in History [31],Sin-Muballit [3149],31,
3150,Sin-Sharra-Ishkun,Sin-Sharra-Ishkun,People in History [31],Sin-Sharra-Ishkun [3150],31,
3151,Sin-Shumu-Lishir,Sin-Shumu-Lishir,People in History [31],Sin-Shumu-Lishir [3151],31,
3152,Sinqisha-Amur,Sinqisha-Amur,People in History [31],Sinqisha-Amur [3152],31,
3153,Siruktuh+I,Siruktuh I,People in History [31],Siruktuh I [3153],31,
3154,Siwe-Palar-Huhpak,Siwe-Palar-Huhpak,People in History [31],Siwe-Palar-Huhpak [3154],31,
3155,Smardis,Smardis,People in History [31],Smardis [3155],31,
3156,Solomon,Solomon,People in History [31],Solomon [3156],31,
3157,Sosandros,Sosandros,People in History [31],Sosandros [3157],31,
3158,Sumu%92Epuh,Sumu’Epuh,People in History [31],Sumu’Epuh [3158],31,
3159,Sumu-Abum,Sumu-Abum,People in History [31],Sumu-Abum [3159],31,
3160,Sumu-Il+%28Sumu-El%29,Sumu-Il (Sumu-El),People in History [31],Sumu-Il (Sumu-El) [3160],31,
3161,Sumu-La-Il,Sumu-La-Il,People in History [31],Sumu-La-Il [3161],31,
3162,Sumuyamam,Sumuyamam,People in History [31],Sumuyamam [3162],31,
3163,Suppiluliuma+I,Suppiluliuma I,People in History [31],Suppiluliuma I [3163],31,
3164,Suppiluliuma+Ii,Suppiluliuma Ii,People in History [31],Suppiluliuma Ii [3164],31,
3165,Syria-Palestine,Syria-Palestine,People in History [31],Syria-Palestine [3165],31,
3166,Taharka,Taharka,People in History [31],Taharka [3166],31,
3167,Tahir-Dashinu,Tahir-Dashinu,People in History [31],Tahir-Dashinu [3167],31,
3168,Talmi-Teshup+%28Luwian+Ura-Tarhunzas%29,Talmi-Teshup (Luwian Ura-Tarhunzas),People in History [31],Talmi-Teshup (Luwian Ura-Tarhunzas) [3168],31,
3169,Tammaritu+I,Tammaritu I,People in History [31],Tammaritu I [3169],31,
