sid,test,subname,parent_title,sub_title,catid,description
2616,Neptune,Neptune,Mythology & Beliefs [30],Neptune [2616],30,
2617,Nereids,Nereids,Mythology & Beliefs [30],Nereids [2617],30,
2618,Hallushu-Inshushinak,Hallushu-Inshushinak,People in History [31],Hallushu-Inshushinak [2618],31,
2619,Nestor,Nestor,Mythology & Beliefs [30],Nestor [2619],30,
2620,Hallutush-Inshushinak,Hallutush-Inshushinak,People in History [31],Hallutush-Inshushinak [2620],31,
2621,Nike,Nike,Mythology & Beliefs [30],Nike [2621],30,
2622,Halparuntiyas+Ii+%28%3DAssyrian+Qalparunda%29,Halparuntiyas Ii (=Assyrian Qalparunda),People in History [31],Halparuntiyas Ii (=Assyrian Qalparunda) [2622],31,
2623,Halparuntiyas+Iii+%28Assyrian+Qalparunda%29,Halparuntiyas Iii (Assyrian Qalparunda),People in History [31],Halparuntiyas Iii (Assyrian Qalparunda) [2623],31,
2624,Niobe,Niobe,Mythology & Beliefs [30],Niobe [2624],30,
2625,Hammurabi+Of+Babylon,Hammurabi Of Babylon,People in History [31],Hammurabi Of Babylon [2625],31,
2626,Hammurapi+I,Hammurapi I,People in History [31],Hammurapi I [2626],31,
2627,Nona,Nona,Mythology & Beliefs [30],Nona [2627],30,
2628,Hammurapi+Ii,Hammurapi Ii,People in History [31],Hammurapi Ii [2628],31,
2629,Notus,Notus,Mythology & Beliefs [30],Notus [2629],30,
2630,Hanne,Hanne,People in History [31],Hanne [2630],31,
2631,Hantili+I,Hantili I,People in History [31],Hantili I [2631],31,
2632,Nox,Nox,Mythology & Beliefs [30],Nox [2632],30,
2633,Nymphs,Nymphs,Mythology & Beliefs [30],Nymphs [2633],30,
2634,Hanun-Dagan,Hanun-Dagan,People in History [31],Hanun-Dagan [2634],31,
2635,Nyx+%28Nox%29,Nyx (Nox),Mythology & Beliefs [30],Nyx (Nox) [2635],30,
2636,Harapsili,Harapsili,People in History [31],Harapsili [2636],31,
2637,Hattusili+I,Hattusili I,People in History [31],Hattusili I [2637],31,
2638,Oceanids,Oceanids,Mythology & Beliefs [30],Oceanids [2638],30,
2639,Hattusili+Iii,Hattusili Iii,People in History [31],Hattusili Iii [2639],31,
2640,Oceanus,Oceanus,Mythology & Beliefs [30],Oceanus [2640],30,
2641,Odysseus+%28Ulysses%29,Odysseus (Ulysses),Mythology & Beliefs [30],Odysseus (Ulysses) [2641],30,
2642,Oedipus,Oedipus,Mythology & Beliefs [30],Oedipus [2642],30,
2643,Haza%92El,Haza’El,People in History [31],Haza’El [2643],31,
2644,Oenone,Oenone,Mythology & Beliefs [30],Oenone [2644],30,
2645,Henti,Henti,People in History [31],Henti [2645],31,
2646,Ops,Ops,Mythology & Beliefs [30],Ops [2646],30,
2647,Oreads,Oreads,Mythology & Beliefs [30],Oreads [2647],30,
2648,Hepattarakki,Hepattarakki,People in History [31],Hepattarakki [2648],31,
2649,Orestes,Orestes,Mythology & Beliefs [30],Orestes [2649],30,
2650,Herodotus,Herodotus,People in History [31],Herodotus [2650],31,
2651,Orion,Orion,Mythology & Beliefs [30],Orion [2651],30,
2652,Hezekiah,Hezekiah,People in History [31],Hezekiah [2652],31,
2653,Hiram+I,Hiram I,People in History [31],Hiram I [2653],31,
2654,Orpheus,Orpheus,Mythology & Beliefs [30],Orpheus [2654],30,
2655,Hishep-Ratep,Hishep-Ratep,People in History [31],Hishep-Ratep [2655],31,
2656,Pales,Pales,Mythology & Beliefs [30],Pales [2656],30,
2657,Hita,Hita,People in History [31],Hita [2657],31,
2658,Palinurus,Palinurus,Mythology & Beliefs [30],Palinurus [2658],30,
2659,Hitlal-Erra,Hitlal-Erra,People in History [31],Hitlal-Erra [2659],31,
2660,Hosea,Hosea,People in History [31],Hosea [2660],31,
2661,Pan+%28Faunus%29,Pan (Faunus),Mythology & Beliefs [30],Pan (Faunus) [2661],30,
2662,Pandora,Pandora,Mythology & Beliefs [30],Pandora [2662],30,
2663,Parcae,Parcae,Mythology & Beliefs [30],Parcae [2663],30,
2664,Paris,Paris,Mythology & Beliefs [30],Paris [2664],30,
2665,Patroclus,Patroclus,Mythology & Beliefs [30],Patroclus [2665],30,
2666,Pegasus,Pegasus,Mythology & Beliefs [30],Pegasus [2666],30,
2667,Pelias,Pelias,Mythology & Beliefs [30],Pelias [2667],30,
2668,Pelops,Pelops,Mythology & Beliefs [30],Pelops [2668],30,
2669,Penates,Penates,Mythology & Beliefs [30],Penates [2669],30,
2670,Penelope,Penelope,Mythology & Beliefs [30],Penelope [2670],30,
2671,Pephredo,Pephredo,Mythology & Beliefs [30],Pephredo [2671],30,
2672,Periphetes,Periphetes,Mythology & Beliefs [30],Periphetes [2672],30,
2673,Persephone+%28Proserpine%29,Persephone (Proserpine),Mythology & Beliefs [30],Persephone (Proserpine) [2673],30,
2674,Perseus,Perseus,Mythology & Beliefs [30],Perseus [2674],30,
2675,Phaedra,Phaedra,Mythology & Beliefs [30],Phaedra [2675],30,
2676,Phaethon,Phaethon,Mythology & Beliefs [30],Phaethon [2676],30,
2677,Philoctetes,Philoctetes,Mythology & Beliefs [30],Philoctetes [2677],30,
2678,Phineus,Phineus,Mythology & Beliefs [30],Phineus [2678],30,
2679,Phlegethon,Phlegethon,Mythology & Beliefs [30],Phlegethon [2679],30,
2680,Phosphor,Phosphor,Mythology & Beliefs [30],Phosphor [2680],30,
2681,Phrixos,Phrixos,Mythology & Beliefs [30],Phrixos [2681],30,
2682,Pirithous,Pirithous,Mythology & Beliefs [30],Pirithous [2682],30,
2683,Pleiades,Pleiades,Mythology & Beliefs [30],Pleiades [2683],30,
2684,Pluto+%28Dis%29,Pluto (Dis),Mythology & Beliefs [30],Pluto (Dis) [2684],30,
2685,Plutus,Plutus,Mythology & Beliefs [30],Plutus [2685],30,
2686,Pollux,Pollux,Mythology & Beliefs [30],Pollux [2686],30,
2687,Polyhymnia,Polyhymnia,Mythology & Beliefs [30],Polyhymnia [2687],30,
2688,Polymnia+%28Polyhymnia%29,Polymnia (Polyhymnia),Mythology & Beliefs [30],Polymnia (Polyhymnia) [2688],30,
2689,Polynices,Polynices,Mythology & Beliefs [30],Polynices [2689],30,
2690,Polyphemus,Polyphemus,Mythology & Beliefs [30],Polyphemus [2690],30,
2691,Polyxena,Polyxena,Mythology & Beliefs [30],Polyxena [2691],30,
2692,Pomona,Pomona,Mythology & Beliefs [30],Pomona [2692],30,
2693,Pontus,Pontus,Mythology & Beliefs [30],Pontus [2693],30,
2694,Poseidon+%28Neptune%29,Poseidon (Neptune),Mythology & Beliefs [30],Poseidon (Neptune) [2694],30,
2695,Priam,Priam,Mythology & Beliefs [30],Priam [2695],30,
2696,Priapus,Priapus,Mythology & Beliefs [30],Priapus [2696],30,
2697,Procris,Procris,Mythology & Beliefs [30],Procris [2697],30,
2698,Procrustes,Procrustes,Mythology & Beliefs [30],Procrustes [2698],30,
2699,Proetus,Proetus,Mythology & Beliefs [30],Proetus [2699],30,
2700,Prometheus,Prometheus,Mythology & Beliefs [30],Prometheus [2700],30,
2701,Proserpine,Proserpine,Mythology & Beliefs [30],Proserpine [2701],30,
2702,Proteus,Proteus,Mythology & Beliefs [30],Proteus [2702],30,
2703,Psyche,Psyche,Mythology & Beliefs [30],Psyche [2703],30,
2704,Pygmalion,Pygmalion,Mythology & Beliefs [30],Pygmalion [2704],30,
2705,Pyramus,Pyramus,Mythology & Beliefs [30],Pyramus [2705],30,
2706,Python,Python,Mythology & Beliefs [30],Python [2706],30,
2707,Quirinus,Quirinus,Mythology & Beliefs [30],Quirinus [2707],30,
2708,Remus,Remus,Mythology & Beliefs [30],Remus [2708],30,
2709,Rhadamanthus,Rhadamanthus,Mythology & Beliefs [30],Rhadamanthus [2709],30,
2710,Rhea+%28Ops%29,Rhea (Ops),Mythology & Beliefs [30],Rhea (Ops) [2710],30,
2711,Rivers+of+Underworld,Rivers of Underworld,Mythology & Beliefs [30],Rivers of Underworld [2711],30,
2712,Romulus,Romulus,Mythology & Beliefs [30],Romulus [2712],30,
2713,Sarpedon,Sarpedon,Mythology & Beliefs [30],Sarpedon [2713],30,
2714,Saturn,Saturn,Mythology & Beliefs [30],Saturn [2714],30,
2715,Satyrs,Satyrs,Mythology & Beliefs [30],Satyrs [2715],30,
2716,Sciron,Sciron,Mythology & Beliefs [30],Sciron [2716],30,
2717,Scylla,Scylla,Mythology & Beliefs [30],Scylla [2717],30,
2718,Selene,Selene,Mythology & Beliefs [30],Selene [2718],30,
2719,Semele,Semele,Mythology & Beliefs [30],Semele [2719],30,
2720,Sibyls,Sibyls,Mythology & Beliefs [30],Sibyls [2720],30,
2721,Sileni,Sileni,Mythology & Beliefs [30],Sileni [2721],30,
2722,Silvanus,Silvanus,Mythology & Beliefs [30],Silvanus [2722],30,
2723,Sinis,Sinis,Mythology & Beliefs [30],Sinis [2723],30,
2724,Sirens,Sirens,Mythology & Beliefs [30],Sirens [2724],30,
2725,Sisyphus,Sisyphus,Mythology & Beliefs [30],Sisyphus [2725],30,
2726,Sol,Sol,Mythology & Beliefs [30],Sol [2726],30,
2727,Somnus,Somnus,Mythology & Beliefs [30],Somnus [2727],30,
2728,Sphinx,Sphinx,Mythology & Beliefs [30],Sphinx [2728],30,
2729,Sterope+%28Asterope%29,Sterope (Asterope),Mythology & Beliefs [30],Sterope (Asterope) [2729],30,
2730,Stheno,Stheno,Mythology & Beliefs [30],Stheno [2730],30,
2731,Styx,Styx,Mythology & Beliefs [30],Styx [2731],30,
2732,Symplegades,Symplegades,Mythology & Beliefs [30],Symplegades [2732],30,
2733,Syrinx,Syrinx,Mythology & Beliefs [30],Syrinx [2733],30,
2734,Tantalus,Tantalus,Mythology & Beliefs [30],Tantalus [2734],30,
2735,Tartarus,Tartarus,Mythology & Beliefs [30],Tartarus [2735],30,
2736,Taygete,Taygete,Mythology & Beliefs [30],Taygete [2736],30,
2737,Telemachus,Telemachus,Mythology & Beliefs [30],Telemachus [2737],30,
2738,Tellus,Tellus,Mythology & Beliefs [30],Tellus [2738],30,
2739,Terminus,Terminus,Mythology & Beliefs [30],Terminus [2739],30,
2740,Terpsichore,Terpsichore,Mythology & Beliefs [30],Terpsichore [2740],30,
2741,Terra,Terra,Mythology & Beliefs [30],Terra [2741],30,
2742,Thalia,Thalia,Mythology & Beliefs [30],Thalia [2742],30,
2743,Thanatos+%28Mors%29,Thanatos (Mors),Mythology & Beliefs [30],Thanatos (Mors) [2743],30,
2744,Themis,Themis,Mythology & Beliefs [30],Themis [2744],30,
2745,Theseus,Theseus,Mythology & Beliefs [30],Theseus [2745],30,
2746,Thisbe,Thisbe,Mythology & Beliefs [30],Thisbe [2746],30,
2747,Thyestes,Thyestes,Mythology & Beliefs [30],Thyestes [2747],30,
2748,Tiresias,Tiresias,Mythology & Beliefs [30],Tiresias [2748],30,
2749,Tisiphone,Tisiphone,Mythology & Beliefs [30],Tisiphone [2749],30,
2750,Titans,Titans,Mythology & Beliefs [30],Titans [2750],30,
2751,Tithonus,Tithonus,Mythology & Beliefs [30],Tithonus [2751],30,
2752,Triton,Triton,Mythology & Beliefs [30],Triton [2752],30,
2753,Turnus,Turnus,Mythology & Beliefs [30],Turnus [2753],30,
2754,Ulysses,Ulysses,Mythology & Beliefs [30],Ulysses [2754],30,
2755,Urania,Urania,Mythology & Beliefs [30],Urania [2755],30,
2756,Uranus,Uranus,Mythology & Beliefs [30],Uranus [2756],30,
2757,Venus,Venus,Mythology & Beliefs [30],Venus [2757],30,
2758,Vertumnus,Vertumnus,Mythology & Beliefs [30],Vertumnus [2758],30,
2759,Vesta,Vesta,Mythology & Beliefs [30],Vesta [2759],30,
2760,Vulcan,Vulcan,Mythology & Beliefs [30],Vulcan [2760],30,
2761,Winds,Winds,Mythology & Beliefs [30],Winds [2761],30,
2762,Zephyrus,Zephyrus,Mythology & Beliefs [30],Zephyrus [2762],30,
2763,Zeus+%28Jupiter%29,Zeus (Jupiter),Mythology & Beliefs [30],Zeus (Jupiter) [2763],30,
2764,Hoshea,Hoshea,People in History [31],Hoshea [2764],31,
2765,Humban-Haltash+I,Humban-Haltash I,People in History [31],Humban-Haltash I [2765],31,
2766,Humban-Haltash+Ii,Humban-Haltash Ii,People in History [31],Humban-Haltash Ii [2766],31,
2767,Humban-Haltash+Iii,Humban-Haltash Iii,People in History [31],Humban-Haltash Iii [2767],31,
2768,Humban-Nikash+I+%28Assyrian+Ummanigash%29,Humban-Nikash I (Assyrian Ummanigash),People in History [31],Humban-Nikash I (Assyrian Ummanigash) [2768],31,
2769,Humban-Nimena+%28Assyrian+Umman-Menanu%29,Humban-Nimena (Assyrian Umman-Menanu),People in History [31],Humban-Nimena (Assyrian Umman-Menanu) [2769],31,
2770,Humban-Numena,Humban-Numena,People in History [31],Humban-Numena [2770],31,
2771,Humban-Tahrah,Humban-Tahrah,People in History [31],Humban-Tahrah [2771],31,
2772,Hurbatila,Hurbatila,People in History [31],Hurbatila [2772],31,
2773,Hutran-Temti+%28%3DHutran-Tepti%29,Hutran-Temti (=Hutran-Tepti),People in History [31],Hutran-Temti (=Hutran-Tepti) [2773],31,
2774,Huttelush-Inshushinak+%28%3DHuteludush-Inshushinak%29,Huttelush-Inshushinak (=Huteludush-Inshushinak),People in History [31],Huttelush-Inshushinak (=Huteludush-Inshushinak) [2774],31,
2775,Huzziya+I,Huzziya I,People in History [31],Huzziya I [2775],31,
2776,Hystaspes,Hystaspes,People in History [31],Hystaspes [2776],31,
2777,Iaubi%92Di+%28%3DYaubi%92Di%29,Iaubi’Di (=Yaubi’Di),People in History [31],Iaubi’Di (=Yaubi’Di) [2777],31,
2778,Ib-Damu,Ib-Damu,People in History [31],Ib-Damu [2778],31,
2779,Ibal-Pi-El+I,Ibal-Pi-El I,People in History [31],Ibal-Pi-El I [2779],31,
2780,Ibal-Pi-El+Ii,Ibal-Pi-El Ii,People in History [31],Ibal-Pi-El Ii [2780],31,
2781,Ibbi-Sin+%28%3DIbbi-Suen%29,Ibbi-Sin (=Ibbi-Suen),People in History [31],Ibbi-Sin (=Ibbi-Suen) [2781],31,
2782,Ibbi-Sipish,Ibbi-Sipish,People in History [31],Ibbi-Sipish [2782],31,
2783,Ibbit-Lim,Ibbit-Lim,People in History [31],Ibbit-Lim [2783],31,
2784,Ibdati,Ibdati,People in History [31],Ibdati [2784],31,
2785,Ibiranu,Ibiranu,People in History [31],Ibiranu [2785],31,
2786,Iblul-Il,Iblul-Il,People in History [31],Iblul-Il [2786],31,
2787,Idaddu+I+%28%3DIdaddu-Inshushinak%3B+Indattu%29,"Idaddu I (=Idaddu-Inshushinak; Indattu)",People in History [31],"Idaddu I (=Idaddu-Inshushinak; Indattu) [2787]",31,
2788,Idaddu+Ii+%28%3DIdattu%29,Idaddu Ii (=Idattu),People in History [31],Idaddu Ii (=Idattu) [2788],31,
2789,Iddin-Dagan,Iddin-Dagan,People in History [31],Iddin-Dagan [2789],31,
2790,Iddin-El+%28%3DIddin-Ilum%29,Iddin-El (=Iddin-Ilum),People in History [31],Iddin-El (=Iddin-Ilum) [2790],31,
2791,Iddin-Marduk,Iddin-Marduk,People in History [31],Iddin-Marduk [2791],31,
2792,Iddin-Sin,Iddin-Sin,People in History [31],Iddin-Sin [2792],31,
2793,Ididish,Ididish,People in History [31],Ididish [2793],31,
2794,Idrimi,Idrimi,People in History [31],Idrimi [2794],31,
2795,Ige-Halki,Ige-Halki,People in History [31],Ige-Halki [2795],31,
2796,Igrish-Halam+%28%3DYigrish-Halam%29,Igrish-Halam (=Yigrish-Halam),People in History [31],Igrish-Halam (=Yigrish-Halam) [2796],31,
2797,Iku%28N%29-Shamagan,Iku(N)-Shamagan,People in History [31],Iku(N)-Shamagan [2797],31,
2798,Iku-Shamash,Iku-Shamash,People in History [31],Iku-Shamash [2798],31,
2799,Ikunum,Ikunum,People in History [31],Ikunum [2799],31,
2800,Ikur-Shar,Ikur-Shar,People in History [31],Ikur-Shar [2800],31,
2801,Ili-Hadda,Ili-Hadda,People in History [31],Ili-Hadda [2801],31,
2802,Ili-Ishar,Ili-Ishar,People in History [31],Ili-Ishar [2802],31,
2803,Ilimilimma,Ilimilimma,People in History [31],Ilimilimma [2803],31,
2804,Iltani,Iltani,People in History [31],Iltani [2804],31,
2805,Ilu%28A%29-Kabkabi,Ilu(A)-Kabkabi,People in History [31],Ilu(A)-Kabkabi [2805],31,
2806,Ilushuma,Ilushuma,People in History [31],Ilushuma [2806],31,
2807,Ilussa-Amur,Ilussa-Amur,People in History [31],Ilussa-Amur [2807],31,
2808,Imdi-Ilum,Imdi-Ilum,People in History [31],Imdi-Ilum [2808],31,
2809,Immerum,Immerum,People in History [31],Immerum [2809],31,
2810,Ini-Teshup,Ini-Teshup,People in History [31],Ini-Teshup [2810],31,
2811,Ipiq-Adad+I,Ipiq-Adad I,People in History [31],Ipiq-Adad I [2811],31,
2812,Ipiq-Adad+Ii,Ipiq-Adad Ii,People in History [31],Ipiq-Adad Ii [2812],31,
2813,Ir-Nanna+%28%3DUrdu-Nanna%29,Ir-Nanna (=Urdu-Nanna),People in History [31],Ir-Nanna (=Urdu-Nanna) [2813],31,
2814,Iran,Iran,People in History [31],Iran [2814],31,
2815,Irhuleni+%28%3DUrhilina%29,Irhuleni (=Urhilina),People in History [31],Irhuleni (=Urhilina) [2815],31,
2816,Irishum,Irishum,People in History [31],Irishum [2816],31,
2817,Irkab-Damu+%28%3DYirkab-Damu%29,Irkab-Damu (=Yirkab-Damu),People in History [31],Irkab-Damu (=Yirkab-Damu) [2817],31,
2818,Irkabtum,Irkabtum,People in History [31],Irkabtum [2818],31,
2819,Isaiah,Isaiah,People in History [31],Isaiah [2819],31,
2820,Ishar-Damu,Ishar-Damu,People in History [31],Ishar-Damu [2820],31,
2821,Ishar-Lim,Ishar-Lim,People in History [31],Ishar-Lim [2821],31,
2822,Ishbi-Erra,Ishbi-Erra,People in History [31],Ishbi-Erra [2822],31,
2823,Ishgum-Addu,Ishgum-Addu,People in History [31],Ishgum-Addu [2823],31,
2824,Ishki-Adad+%28%3DIshhi-Adad%29,Ishki-Adad (=Ishhi-Adad),People in History [31],Ishki-Adad (=Ishhi-Adad) [2824],31,
2825,Ishma-Ia,Ishma-Ia,People in History [31],Ishma-Ia [2825],31,
2826,Ishmah-Dagan,Ishmah-Dagan,People in History [31],Ishmah-Dagan [2826],31,
2827,Ishme-Dagan+%28Of+Isin%29,Ishme-Dagan (Of Isin),People in History [31],Ishme-Dagan (Of Isin) [2827],31,
2828,Ishme-Dagan+I,Ishme-Dagan I,People in History [31],Ishme-Dagan I [2828],31,
2829,Ishpuini,Ishpuini,People in History [31],Ishpuini [2829],31,
2830,Ishtar-Duri,Ishtar-Duri,People in History [31],Ishtar-Duri [2830],31,
2831,Ishtar-Shumu-Eresh,Ishtar-Shumu-Eresh,People in History [31],Ishtar-Shumu-Eresh [2831],31,
2832,Ishtup-Ilum,Ishtup-Ilum,People in History [31],Ishtup-Ilum [2832],31,
2833,Isqimari+%28Lamgi-Mari%29,Isqimari (Lamgi-Mari),People in History [31],Isqimari (Lamgi-Mari) [2833],31,
2834,Issar-Shumu-Eresh,Issar-Shumu-Eresh,People in History [31],Issar-Shumu-Eresh [2834],31,
2835,Ithi-Teshup,Ithi-Teshup,People in History [31],Ithi-Teshup [2835],31,
2836,Itti-Marduk-Balatu,Itti-Marduk-Balatu,People in History [31],Itti-Marduk-Balatu [2836],31,
2837,Ittobaal,Ittobaal,People in History [31],Ittobaal [2837],31,
2838,Iturya,Iturya,People in History [31],Iturya [2838],31,
2839,Jehoahaz+I+Of+Judah,Jehoahaz I Of Judah,People in History [31],Jehoahaz I Of Judah [2839],31,
2840,Jehoahaz+Ii+Of+Judah,Jehoahaz Ii Of Judah,People in History [31],Jehoahaz Ii Of Judah [2840],31,
2841,Jehoahaz+Of+Israel,Jehoahaz Of Israel,People in History [31],Jehoahaz Of Israel [2841],31,
2842,Jehoash+%28%3DJoash-Ben-Ahaziah%29,Jehoash (=Joash-Ben-Ahaziah),People in History [31],Jehoash (=Joash-Ben-Ahaziah) [2842],31,
2843,Jehoiakim,Jehoiakim,People in History [31],Jehoiakim [2843],31,
2844,Jehoiakin,Jehoiakin,People in History [31],Jehoiakin [2844],31,
2845,Jehoram+Of+Israel+%28%3DJoram+Ben+Ahab%29,Jehoram Of Israel (=Joram Ben Ahab),People in History [31],Jehoram Of Israel (=Joram Ben Ahab) [2845],31,
2846,Jehoram+Of+Judah+%28%3DJoram%29,Jehoram Of Judah (=Joram),People in History [31],Jehoram Of Judah (=Joram) [2846],31,
2847,Jehoshaphat,Jehoshaphat,People in History [31],Jehoshaphat [2847],31,
2848,Jehu,Jehu,People in History [31],Jehu [2848],31,
2849,Jeremiah,Jeremiah,People in History [31],Jeremiah [2849],31,
2850,Jeroboam+I,Jeroboam I,People in History [31],Jeroboam I [2850],31,
2851,Jeroboam+Ii,Jeroboam Ii,People in History [31],Jeroboam Ii [2851],31,
2852,Jezebel,Jezebel,People in History [31],Jezebel [2852],31,
2853,Joash+%28%3DJehoash+Ben+Jehoahaz%29,Joash (=Jehoash Ben Jehoahaz),People in History [31],Joash (=Jehoash Ben Jehoahaz) [2853],31,
2854,Josiah,Josiah,People in History [31],Josiah [2854],31,
2855,Jotham,Jotham,People in History [31],Jotham [2855],31,
2856,Kabti-Ilani-Marduk,Kabti-Ilani-Marduk,People in History [31],Kabti-Ilani-Marduk [2856],31,
2857,Kadashman-Enlil+I,Kadashman-Enlil I,People in History [31],Kadashman-Enlil I [2857],31,
2858,Kadashman-Enlil+Ii,Kadashman-Enlil Ii,People in History [31],Kadashman-Enlil Ii [2858],31,
2859,Kadashman-Harbe+I,Kadashman-Harbe I,People in History [31],Kadashman-Harbe I [2859],31,
2860,Kadashman-Harbe+Ii,Kadashman-Harbe Ii,People in History [31],Kadashman-Harbe Ii [2860],31,
2861,Kadashman-Turgu,Kadashman-Turgu,People in History [31],Kadashman-Turgu [2861],31,
2862,Kaku,Kaku,People in History [31],Kaku [2862],31,
2863,Kamanis,Kamanis,People in History [31],Kamanis [2863],31,
2864,Kamash-Khalta,Kamash-Khalta,People in History [31],Kamash-Khalta [2864],31,
2865,Kandalanu,Kandalanu,People in History [31],Kandalanu [2865],31,
2866,Karahardash,Karahardash,People in History [31],Karahardash [2866],31,
2867,Karaindash,Karaindash,People in History [31],Karaindash [2867],31,
2868,Kashshaia,Kashshaia,People in History [31],Kashshaia [2868],31,
2869,Kashshu-Nadin-Ahi,Kashshu-Nadin-Ahi,People in History [31],Kashshu-Nadin-Ahi [2869],31,
2870,Kashtiliash+I,Kashtiliash I,People in History [31],Kashtiliash I [2870],31,
2871,Kashtiliash+Iv,Kashtiliash Iv,People in History [31],Kashtiliash Iv [2871],31,
2872,Katuwas,Katuwas,People in History [31],Katuwas [2872],31,
2873,Khaianu,Khaianu,People in History [31],Khaianu [2873],31,
2874,Khanni,Khanni,People in History [31],Khanni [2874],31,
2875,Khelaruada,Khelaruada,People in History [31],Khelaruada [2875],31,
2876,Khita,Khita,People in History [31],Khita [2876],31,
2877,Khulli,Khulli,People in History [31],Khulli [2877],31,
2878,Kiden-Hutran,Kiden-Hutran,People in History [31],Kiden-Hutran [2878],31,
2879,Kikkia,Kikkia,People in History [31],Kikkia [2879],31,
2880,Kilamuwa,Kilamuwa,People in History [31],Kilamuwa [2880],31,
2881,Kirikiri,Kirikiri,People in History [31],Kirikiri [2881],31,
2882,Kiru,Kiru,People in History [31],Kiru [2882],31,
2883,Ku-Baba,Ku-Baba,People in History [31],Ku-Baba [2883],31,
2884,Kubatum,Kubatum,People in History [31],Kubatum [2884],31,
2885,Kudur-Enlil,Kudur-Enlil,People in History [31],Kudur-Enlil [2885],31,
2886,Kudur-Mabuk,Kudur-Mabuk,People in History [31],Kudur-Mabuk [2886],31,
2887,Kudur-Nahhunte,Kudur-Nahhunte,People in History [31],Kudur-Nahhunte [2887],31,
2888,Kudurru,Kudurru,People in History [31],Kudurru [2888],31,
2889,Kunshimatum,Kunshimatum,People in History [31],Kunshimatum [2889],31,
2890,Kurash,Kurash,People in History [31],Kurash [2890],31,
2891,Kurigalzu+I,Kurigalzu I,People in History [31],Kurigalzu I [2891],31,
2892,Kurigalzu+Ii,Kurigalzu Ii,People in History [31],Kurigalzu Ii [2892],31,
2893,Kurti+%28Matti%29,Kurti (Matti),People in History [31],Kurti (Matti) [2893],31,
2894,Kurtiwaza,Kurtiwaza,People in History [31],Kurtiwaza [2894],31,
2895,Kurunta,Kurunta,People in History [31],Kurunta [2895],31,
2896,Kushtashpi,Kushtashpi,People in History [31],Kushtashpi [2896],31,
2897,Kutik-Inshushinak+%28%3DPuzur-Inshushinak%29,Kutik-Inshushinak (=Puzur-Inshushinak),People in History [31],Kutik-Inshushinak (=Puzur-Inshushinak) [2897],31,
2898,Kutir-Nahhunte,Kutir-Nahhunte,People in History [31],Kutir-Nahhunte [2898],31,
2899,Kuzi-Teshub,Kuzi-Teshub,People in History [31],Kuzi-Teshub [2899],31,
2900,La%92Erab+%28Lasirab%29,La’Erab (Lasirab),People in History [31],La’Erab (Lasirab) [2900],31,
2901,Lamgi-Mari,Lamgi-Mari,People in History [31],Lamgi-Mari [2901],31,
2902,Lipit-Eshtar,Lipit-Eshtar,People in History [31],Lipit-Eshtar [2902],31,
2903,Liqtum,Liqtum,People in History [31],Liqtum [2903],31,
2904,Lubarna+I,Lubarna I,People in History [31],Lubarna I [2904],31,
2905,Lubarna+Ii,Lubarna Ii,People in History [31],Lubarna Ii [2905],31,
2906,Lugalanda,Lugalanda,People in History [31],Lugalanda [2906],31,
2907,Lugalannimundu,Lugalannimundu,People in History [31],Lugalannimundu [2907],31,
2908,Lugaldalu,Lugaldalu,People in History [31],Lugaldalu [2908],31,
2909,Lugalkineshedudu,Lugalkineshedudu,People in History [31],Lugalkineshedudu [2909],31,
2910,Lugalkisalsi,Lugalkisalsi,People in History [31],Lugalkisalsi [2910],31,
2911,Lugalzagesi,Lugalzagesi,People in History [31],Lugalzagesi [2911],31,
2912,Luh-Ishshan,Luh-Ishshan,People in History [31],Luh-Ishshan [2912],31,
2913,Lygdamis,Lygdamis,People in History [31],Lygdamis [2913],31,
2914,Maacah,Maacah,People in History [31],Maacah [2914],31,
2915,Manana,Manana,People in History [31],Manana [2915],31,
2916,Manasseh,Manasseh,People in History [31],Manasseh [2916],31,
2917,Mandane,Mandane,People in History [31],Mandane [2917],31,
2918,Manishtusu,Manishtusu,People in History [31],Manishtusu [2918],31,
2919,Mannu-Ki-Arbail,Mannu-Ki-Arbail,People in History [31],Mannu-Ki-Arbail [2919],31,
2920,Mar-Biti-Ahhe-Iddina,Mar-Biti-Ahhe-Iddina,People in History [31],Mar-Biti-Ahhe-Iddina [2920],31,
2921,Mar-Biti-Apla-Usur,Mar-Biti-Apla-Usur,People in History [31],Mar-Biti-Apla-Usur [2921],31,
2922,Mar-Issar,Mar-Issar,People in History [31],Mar-Issar [2922],31,
2923,Marduk-Ahhe-Eriba,Marduk-Ahhe-Eriba,People in History [31],Marduk-Ahhe-Eriba [2923],31,
2924,Marduk-Apla-Iddina+%28The+Chaldean%29,Marduk-Apla-Iddina (The Chaldean),People in History [31],Marduk-Apla-Iddina (The Chaldean) [2924],31,
2925,Marduk-Apla-Iddina+I,Marduk-Apla-Iddina I,People in History [31],Marduk-Apla-Iddina I [2925],31,
2926,Marduk-Balassu-Iqbi,Marduk-Balassu-Iqbi,People in History [31],Marduk-Balassu-Iqbi [2926],31,
2927,Marduk-Nadin-Ahhe,Marduk-Nadin-Ahhe,People in History [31],Marduk-Nadin-Ahhe [2927],31,
2928,Marduk-Shakin-Shumi,Marduk-Shakin-Shumi,People in History [31],Marduk-Shakin-Shumi [2928],31,
